COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
zero,77729,0,0,806343,804,0,15,unsat,very_little,considering,STAY
zero,154522,155,0,372369,617,27,13,sat,high,no,LEAVE
one,92487,155,16,266797,323,27,4,very_sat,avg,never_thought,LEAVE
zero,52962,0,24,454612,272,0,6,unsat,very_little,considering,STAY
zero,147322,176,67,286946,615,14,1,very_sat,very_high,considering,STAY
zero,25489,184,0,918991,155,25,8,very_sat,very_little,considering,STAY
zero,137553,0,5,682320,335,0,4,avg,very_high,considering,STAY
one,91247,38,22,166142,313,3,5,very_sat,very_high,no,STAY
one,33825,0,0,155349,152,1,15,very_unsat,little,actively_looking_into_it,STAY
one,64319,0,75,169205,372,0,2,very_unsat,little,actively_looking_into_it,STAY
zero,131069,0,40,456199,792,0,5,very_unsat,little,considering,LEAVE
zero,43483,225,11,463120,158,23,5,very_sat,very_high,no,LEAVE
one,47443,62,38,723488,189,3,2,very_sat,very_little,actively_looking_into_it,LEAVE
zero,20115,0,54,350286,245,0,2,unsat,little,no,LEAVE
one,38600,169,11,649438,130,28,4,very_sat,very_high,actively_looking_into_it,STAY
zero,78847,0,0,523309,146,0,9,unsat,very_little,considering,LEAVE
zero,153628,0,0,928334,774,1,10,very_unsat,little,actively_looking_into_it,LEAVE
one,72011,212,57,161551,188,19,2,very_unsat,little,considering,STAY
one,41234,0,0,409205,218,0,10,very_unsat,avg,no,STAY
zero,155976,49,20,518660,726,4,2,very_sat,very_high,never_thought,LEAVE
one,96718,46,21,941671,349,5,4,very_sat,very_high,perhaps,LEAVE
one,151076,190,0,640428,704,26,15,unsat,very_high,considering,LEAVE
zero,136301,65,22,717969,274,13,4,very_sat,very_little,no,STAY
one,36995,0,55,702443,174,1,2,very_unsat,very_little,never_thought,STAY
one,25676,0,0,645621,190,1,14,avg,very_little,no,STAY
one,20284,0,5,475885,149,1,6,very_unsat,very_high,never_thought,STAY
zero,159202,202,26,527037,609,27,1,unsat,very_little,actively_looking_into_it,LEAVE
zero,68841,0,17,778522,381,16,1,very_unsat,very_high,perhaps,STAY
one,133996,79,43,188971,621,1,2,very_sat,very_high,actively_looking_into_it,STAY
zero,132790,49,66,267667,880,3,2,very_sat,little,considering,STAY
zero,67178,223,7,482102,352,13,2,very_sat,little,actively_looking_into_it,LEAVE
one,107370,33,0,285892,861,4,11,very_unsat,little,considering,STAY
zero,146437,166,24,558009,875,10,4,sat,very_high,actively_looking_into_it,LEAVE
zero,41868,201,0,954253,148,28,8,very_unsat,very_little,never_thought,STAY
one,37318,204,60,156276,155,15,1,very_unsat,little,considering,LEAVE
zero,25700,214,0,957410,311,18,11,very_unsat,very_high,actively_looking_into_it,STAY
zero,89287,46,7,351963,319,4,5,very_sat,little,considering,LEAVE
zero,28579,32,0,340913,183,5,15,very_sat,very_little,considering,LEAVE
one,33546,188,0,370452,745,29,11,unsat,little,considering,LEAVE
zero,28142,181,0,243667,204,12,4,unsat,little,actively_looking_into_it,LEAVE
zero,50583,230,82,272898,325,21,2,very_unsat,little,actively_looking_into_it,LEAVE
one,151311,0,0,294544,820,0,14,very_sat,very_high,considering,LEAVE
one,67025,225,0,719778,301,28,11,very_unsat,avg,never_thought,STAY
one,92719,210,20,190563,395,5,4,very_sat,very_high,actively_looking_into_it,LEAVE
one,32219,62,17,730722,238,4,6,very_sat,very_high,actively_looking_into_it,STAY
one,113292,181,0,646805,736,24,13,unsat,very_high,actively_looking_into_it,STAY
zero,156959,167,16,616494,476,27,6,sat,little,considering,LEAVE
one,43699,0,22,424679,230,0,4,very_unsat,very_high,considering,LEAVE
zero,55416,200,84,379422,347,27,1,very_sat,high,actively_looking_into_it,LEAVE
one,158130,54,0,277961,675,4,13,very_sat,high,actively_looking_into_it,STAY
one,103230,203,0,382119,877,18,11,very_unsat,little,actively_looking_into_it,LEAVE
one,59863,235,79,284909,272,15,2,very_sat,very_high,actively_looking_into_it,STAY
one,86600,87,0,789289,290,4,14,very_sat,little,actively_looking_into_it,LEAVE
zero,89920,196,19,178523,171,18,6,very_unsat,very_high,never_thought,LEAVE
one,42614,27,0,154756,165,5,6,very_sat,high,no,LEAVE
zero,53977,0,5,711008,340,0,15,sat,little,considering,STAY
zero,50400,0,0,515124,144,16,15,unsat,high,never_thought,LEAVE
one,35525,52,0,394520,235,3,8,very_sat,avg,actively_looking_into_it,STAY
one,83053,187,20,268643,374,10,6,very_unsat,very_high,actively_looking_into_it,STAY
one,43289,79,0,928463,193,5,11,very_sat,very_little,considering,STAY
zero,63362,0,0,698246,175,1,8,very_unsat,very_little,actively_looking_into_it,STAY
one,75939,0,8,359105,215,1,4,very_sat,little,considering,STAY
one,115605,176,33,303528,719,24,2,very_sat,little,no,LEAVE
one,30438,0,16,618564,240,0,4,very_sat,very_high,no,LEAVE
zero,96997,216,16,627174,328,22,1,unsat,little,considering,LEAVE
zero,153587,50,34,339238,404,5,1,very_sat,little,actively_looking_into_it,LEAVE
zero,54703,48,49,637381,299,3,5,very_unsat,avg,actively_looking_into_it,STAY
one,40257,64,0,244988,148,5,6,unsat,very_little,never_thought,STAY
zero,116525,0,0,535938,528,1,9,very_sat,very_little,considering,STAY
zero,27685,191,22,693568,848,19,4,very_sat,little,considering,STAY
zero,36115,0,0,176533,211,1,12,very_unsat,little,no,LEAVE
one,110830,0,22,346347,890,0,4,very_sat,high,no,STAY
one,87108,0,7,275532,334,4,4,avg,very_little,actively_looking_into_it,STAY
one,51480,220,17,981933,369,23,5,very_unsat,little,actively_looking_into_it,STAY
zero,26691,0,18,318533,183,21,6,very_unsat,little,never_thought,STAY
one,81538,229,76,863186,268,25,1,sat,little,considering,STAY
one,155638,205,73,622959,751,12,2,very_unsat,little,considering,LEAVE
zero,36283,0,0,499736,143,1,15,very_unsat,very_little,considering,STAY
zero,149052,0,5,940376,527,0,2,very_unsat,very_little,considering,STAY
zero,129941,186,0,779720,470,22,15,avg,little,no,STAY
one,24509,0,0,181006,167,0,11,very_sat,very_little,actively_looking_into_it,STAY
zero,153907,0,6,288659,809,1,6,very_unsat,very_high,actively_looking_into_it,STAY
zero,25263,59,14,790357,203,4,4,very_sat,little,actively_looking_into_it,LEAVE
zero,118365,0,49,766111,470,1,2,very_unsat,very_high,considering,LEAVE
zero,55867,202,0,252452,380,18,10,very_unsat,very_little,never_thought,STAY
one,53536,0,85,339556,226,1,2,very_sat,very_high,considering,LEAVE
zero,81265,158,8,410502,276,25,5,very_sat,very_high,perhaps,LEAVE
one,94564,0,7,295138,399,1,5,very_sat,little,considering,STAY
zero,44010,154,7,290854,721,14,5,very_sat,very_little,considering,STAY
one,57303,49,31,201519,316,3,1,very_unsat,avg,considering,LEAVE
zero,45977,163,6,520324,153,29,6,very_sat,little,considering,LEAVE
zero,114880,46,23,878753,570,20,4,very_unsat,very_high,actively_looking_into_it,LEAVE
one,35741,53,0,960595,159,3,12,very_unsat,little,no,STAY
one,23569,76,58,214055,205,4,2,very_unsat,little,actively_looking_into_it,LEAVE
one,31992,63,82,954887,178,3,1,very_sat,very_high,considering,STAY
one,148230,210,0,150002,570,13,11,very_sat,avg,no,LEAVE
zero,96893,274,66,225430,300,24,13,very_sat,very_high,considering,LEAVE
zero,74620,166,0,253600,278,28,10,very_sat,little,actively_looking_into_it,LEAVE
one,150368,95,39,717717,461,3,2,very_unsat,little,actively_looking_into_it,LEAVE
zero,41439,127,20,153115,185,15,5,very_unsat,high,no,STAY
zero,40094,219,7,461762,167,13,6,very_unsat,little,actively_looking_into_it,STAY
zero,89898,0,0,434803,295,4,10,very_unsat,little,considering,STAY
zero,40445,72,30,234971,199,3,2,avg,very_little,considering,STAY
zero,155024,0,9,216742,689,1,4,very_unsat,little,considering,STAY
one,59793,72,10,888736,347,4,5,avg,avg,actively_looking_into_it,STAY
one,41977,95,40,156104,147,5,2,very_unsat,very_little,considering,STAY
zero,40372,234,0,413083,338,20,8,very_sat,little,no,LEAVE
zero,79752,48,0,775579,816,3,1,very_sat,little,considering,STAY
zero,61561,0,5,232460,252,1,4,unsat,very_little,never_thought,STAY
one,66551,61,61,385179,257,3,1,very_unsat,very_little,perhaps,LEAVE
one,22221,0,0,180564,238,1,11,very_unsat,high,actively_looking_into_it,STAY
zero,113099,79,0,410088,806,4,9,very_unsat,very_little,considering,LEAVE
one,60818,202,32,410766,346,15,1,very_sat,very_little,never_thought,STAY
zero,54320,0,0,752895,320,1,10,very_sat,little,considering,LEAVE
zero,128606,0,26,419689,495,1,1,very_sat,little,actively_looking_into_it,LEAVE
zero,35828,67,5,167893,244,5,4,very_unsat,very_high,considering,LEAVE
zero,64040,0,23,292321,391,3,4,unsat,very_high,actively_looking_into_it,STAY
zero,140585,0,31,938731,526,0,2,very_unsat,little,no,LEAVE
zero,64404,0,24,269768,345,1,5,unsat,little,considering,STAY
zero,104586,0,60,338317,747,1,1,very_unsat,little,considering,LEAVE
zero,45401,0,89,938305,162,0,2,avg,very_high,considering,STAY
zero,63531,190,24,741085,275,14,5,unsat,very_little,never_thought,STAY
zero,26118,239,0,815377,188,12,12,very_sat,very_high,considering,STAY
one,91002,209,28,473546,267,18,1,very_unsat,very_high,no,STAY
zero,42517,54,8,555994,242,3,5,very_unsat,little,no,LEAVE
zero,20681,60,34,680829,209,3,2,very_unsat,little,never_thought,STAY
one,24191,45,26,192817,166,3,1,very_unsat,high,actively_looking_into_it,LEAVE
zero,130956,225,0,529086,818,10,11,unsat,very_little,considering,LEAVE
one,94456,147,79,569039,335,22,2,very_unsat,very_little,considering,LEAVE
one,128829,0,8,354510,221,0,5,unsat,very_little,actively_looking_into_it,STAY
one,146898,0,0,544681,712,5,9,avg,little,no,STAY
zero,23955,61,0,640792,219,5,14,avg,high,considering,LEAVE
zero,52249,67,0,353796,374,4,8,very_unsat,little,considering,STAY
zero,66751,74,11,411441,161,3,4,very_unsat,very_little,never_thought,STAY
zero,25317,64,0,174825,175,5,6,very_unsat,little,perhaps,LEAVE
one,45949,189,0,401963,140,20,9,avg,very_little,considering,LEAVE
one,75821,0,41,610728,252,25,1,very_sat,very_little,considering,STAY
zero,31713,244,65,407332,208,16,2,avg,little,considering,STAY
one,116419,251,40,941006,447,14,1,very_sat,little,considering,LEAVE
one,81051,235,0,158003,327,17,11,very_sat,little,considering,LEAVE
one,89177,0,13,597635,381,0,4,very_unsat,very_little,actively_looking_into_it,STAY
zero,56318,95,0,199203,372,3,14,unsat,little,no,STAY
zero,120407,58,0,517021,427,4,11,very_unsat,very_little,no,LEAVE
zero,107070,0,13,298224,736,1,6,sat,little,considering,STAY
zero,107803,49,85,150027,785,3,1,sat,very_little,considering,LEAVE
one,105418,33,14,227894,690,4,5,avg,very_high,no,LEAVE
zero,101980,233,8,306228,482,10,4,very_unsat,very_high,considering,LEAVE
one,133473,46,6,795856,573,5,4,very_unsat,little,considering,LEAVE
zero,34332,0,7,976969,135,1,5,unsat,little,never_thought,STAY
zero,101257,222,24,208490,892,22,6,very_sat,very_high,no,LEAVE
zero,130633,80,53,553602,487,1,2,very_sat,very_high,no,LEAVE
one,113779,34,0,452428,784,22,12,unsat,little,considering,LEAVE
one,42611,174,0,550487,209,12,12,very_sat,little,no,LEAVE
one,45922,180,0,992861,140,26,12,very_unsat,little,considering,LEAVE
one,48392,0,22,400141,162,24,5,very_unsat,high,never_thought,LEAVE
one,120220,0,0,152686,416,0,14,very_sat,high,no,LEAVE
one,34847,0,19,342123,312,0,6,very_unsat,very_high,perhaps,LEAVE
zero,46699,176,81,958151,234,18,1,very_sat,very_little,perhaps,STAY
one,143642,0,0,215779,536,0,13,very_sat,little,actively_looking_into_it,STAY
one,35996,210,23,223268,212,14,15,avg,little,actively_looking_into_it,LEAVE
zero,120937,155,64,778391,487,18,2,sat,little,considering,LEAVE
one,153763,0,12,970499,702,1,12,very_unsat,high,never_thought,STAY
zero,27511,0,39,197610,134,0,1,very_unsat,little,never_thought,LEAVE
one,105899,0,0,345199,693,1,1,unsat,high,no,STAY
one,86257,0,24,153593,327,0,5,unsat,very_high,considering,STAY
zero,34090,43,23,961544,237,3,5,very_unsat,little,actively_looking_into_it,STAY
one,41468,0,9,190231,146,0,5,very_sat,very_little,actively_looking_into_it,STAY
one,30205,156,22,283297,241,15,4,sat,very_little,considering,LEAVE
zero,158937,0,18,560905,547,29,6,very_sat,high,no,STAY
zero,56086,213,0,642784,319,22,13,very_sat,very_little,actively_looking_into_it,LEAVE
one,32164,0,42,235159,225,1,13,unsat,high,considering,LEAVE
one,124242,45,0,259392,572,3,8,avg,little,considering,LEAVE
one,22205,56,0,481737,234,3,12,very_unsat,avg,no,STAY
zero,49154,86,19,262895,188,0,6,avg,little,considering,LEAVE
zero,48313,0,59,523256,172,1,1,unsat,very_high,considering,STAY
one,93831,0,0,210389,283,0,11,unsat,little,no,LEAVE
one,52529,87,0,153595,342,1,13,unsat,little,perhaps,LEAVE
one,106255,0,82,424548,789,1,1,very_sat,high,actively_looking_into_it,LEAVE
zero,69851,223,79,422341,276,29,2,very_unsat,little,considering,LEAVE
zero,33196,142,77,512979,248,1,1,very_sat,very_high,perhaps,LEAVE
zero,39033,217,17,323674,160,25,4,very_unsat,little,considering,LEAVE
zero,97257,209,0,228000,703,13,13,very_sat,high,no,LEAVE
zero,26681,0,6,559376,159,20,6,very_unsat,high,perhaps,STAY
one,30349,0,0,340795,223,1,13,very_sat,little,considering,LEAVE
one,90875,195,5,974286,154,15,6,very_unsat,very_little,considering,STAY
zero,150795,183,13,154513,519,0,6,avg,little,considering,LEAVE
one,128132,73,34,253512,681,3,1,unsat,little,considering,STAY
zero,38555,215,30,704821,148,28,2,very_unsat,very_little,actively_looking_into_it,STAY
zero,67776,227,44,833144,293,12,1,unsat,little,considering,STAY
one,154217,0,30,553967,553,0,2,very_unsat,very_little,no,LEAVE
zero,45131,0,5,460004,137,1,6,unsat,little,no,STAY
zero,138072,0,21,643323,627,0,5,very_unsat,little,considering,STAY
one,49245,249,0,168472,211,19,2,very_sat,little,no,LEAVE
zero,140316,0,46,532665,622,0,1,very_sat,little,never_thought,STAY
one,44038,60,20,273810,241,5,5,very_unsat,little,considering,STAY
zero,121022,141,0,895277,154,15,1,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,22425,0,31,669478,164,1,2,very_sat,little,actively_looking_into_it,LEAVE
one,120929,215,17,195065,642,10,4,very_unsat,little,considering,LEAVE
zero,159626,0,43,675250,557,11,1,very_unsat,very_little,considering,STAY
one,126759,0,43,776094,606,1,1,very_unsat,very_high,considering,LEAVE
zero,159682,146,12,710325,769,16,5,avg,very_high,perhaps,LEAVE
one,76506,232,12,251610,272,17,5,unsat,very_high,never_thought,LEAVE
zero,38700,0,5,525105,219,1,6,unsat,very_little,considering,LEAVE
one,41049,202,54,798644,159,21,2,very_unsat,very_high,actively_looking_into_it,STAY
zero,28754,0,19,222289,151,0,5,very_sat,little,actively_looking_into_it,STAY
zero,37682,216,0,237262,165,15,15,very_unsat,very_high,no,LEAVE
zero,53302,191,24,980834,292,16,1,very_unsat,very_little,considering,STAY
zero,126549,0,0,612395,691,0,5,avg,little,no,STAY
one,36612,58,0,456577,140,3,9,avg,very_high,never_thought,LEAVE
zero,45150,52,0,740102,150,5,8,very_sat,very_high,no,STAY
one,103162,53,0,411502,717,3,14,unsat,avg,actively_looking_into_it,LEAVE
one,23529,0,10,544448,202,14,6,unsat,very_high,considering,STAY
zero,105890,73,7,397776,820,25,14,avg,little,considering,STAY
zero,138313,101,0,918147,403,4,11,avg,very_high,actively_looking_into_it,STAY
one,93171,201,69,976437,576,13,14,unsat,very_high,considering,LEAVE
one,86974,0,81,803902,376,0,1,very_unsat,little,actively_looking_into_it,STAY
one,54843,57,0,525379,388,5,13,very_sat,little,never_thought,STAY
zero,40268,0,0,244569,217,0,14,very_unsat,very_high,considering,STAY
zero,134498,0,0,235495,461,1,11,unsat,high,no,LEAVE
one,117496,214,33,458027,622,1,1,unsat,very_high,actively_looking_into_it,STAY
one,56391,38,17,654645,316,3,5,very_unsat,very_little,perhaps,STAY
zero,39128,223,7,613104,177,21,4,avg,high,no,STAY
one,21613,0,45,266145,215,0,1,sat,very_high,actively_looking_into_it,STAY
one,109907,0,0,510981,387,0,12,very_unsat,high,no,STAY
one,116984,205,42,202350,711,21,10,very_unsat,little,no,STAY
one,28363,57,0,767448,167,5,15,avg,very_high,never_thought,STAY
zero,133007,0,6,462831,462,1,10,unsat,little,never_thought,STAY
one,128768,28,72,314759,827,5,1,very_sat,little,no,LEAVE
one,122659,213,18,239550,446,24,2,very_unsat,very_high,no,LEAVE
zero,123730,41,20,407801,166,4,6,very_sat,little,no,STAY
zero,61014,60,44,631598,340,1,2,very_unsat,very_little,actively_looking_into_it,LEAVE
one,52262,59,42,215330,289,3,1,very_unsat,avg,never_thought,LEAVE
one,146464,231,15,339407,881,24,5,very_unsat,little,perhaps,STAY
one,22763,0,16,752369,196,0,4,very_sat,very_high,considering,STAY
one,139134,0,0,542516,855,0,11,very_unsat,avg,actively_looking_into_it,STAY
zero,22159,0,0,647797,170,0,11,very_unsat,little,actively_looking_into_it,LEAVE
zero,38615,160,0,166537,183,10,13,very_unsat,very_little,considering,LEAVE
zero,41713,0,0,365450,213,0,14,very_unsat,very_little,never_thought,STAY
one,142971,95,7,190449,205,1,5,unsat,high,considering,LEAVE
one,93503,231,17,179109,273,28,4,unsat,very_high,considering,LEAVE
zero,51343,41,34,268647,314,4,2,very_unsat,little,considering,LEAVE
one,62615,85,0,674199,331,4,15,unsat,very_high,never_thought,STAY
zero,74307,220,0,647491,260,14,9,very_sat,avg,considering,STAY
one,139831,57,0,554163,506,4,13,sat,very_high,perhaps,STAY
zero,94901,51,0,340507,329,4,14,avg,little,actively_looking_into_it,STAY
zero,43315,17,7,432252,177,4,5,unsat,high,never_thought,STAY
zero,59104,0,82,198504,276,1,2,very_sat,very_little,actively_looking_into_it,LEAVE
zero,80418,0,59,495050,330,0,1,very_unsat,little,actively_looking_into_it,LEAVE
zero,125920,179,0,672287,585,5,8,very_sat,little,never_thought,LEAVE
zero,78109,179,5,881667,311,11,4,unsat,very_high,actively_looking_into_it,LEAVE
one,147693,184,0,656790,456,5,9,very_unsat,avg,never_thought,LEAVE
one,97805,38,10,181446,309,0,6,very_sat,very_high,considering,LEAVE
one,39706,149,53,251980,177,24,2,very_unsat,little,perhaps,LEAVE
one,74527,69,0,202532,355,5,8,very_sat,little,actively_looking_into_it,STAY
one,101857,132,0,225282,370,19,14,very_unsat,very_high,considering,LEAVE
one,143013,0,25,797214,438,1,2,avg,avg,never_thought,STAY
zero,26946,54,0,742802,186,3,2,very_unsat,very_high,no,STAY
zero,121073,67,20,598209,858,19,4,very_unsat,little,considering,LEAVE
one,24570,52,11,877173,132,5,6,very_unsat,little,never_thought,STAY
one,45397,177,5,181641,191,29,4,very_unsat,very_high,considering,LEAVE
one,20082,44,77,382313,218,5,2,unsat,very_high,actively_looking_into_it,LEAVE
one,30119,50,0,358183,234,4,12,very_unsat,very_high,considering,STAY
zero,65301,37,0,158931,371,4,1,very_unsat,very_little,perhaps,LEAVE
one,26344,0,19,158218,165,0,6,avg,very_little,actively_looking_into_it,STAY
one,61932,0,57,930818,391,0,1,very_unsat,avg,actively_looking_into_it,STAY
one,40090,52,33,432817,348,5,2,very_sat,very_little,considering,LEAVE
one,43327,84,30,401109,233,5,1,sat,very_high,no,STAY
zero,75902,67,29,458245,316,1,1,sat,little,actively_looking_into_it,LEAVE
one,139124,0,0,159278,649,1,9,unsat,very_high,no,STAY
one,124120,222,5,700478,877,17,4,very_sat,high,actively_looking_into_it,STAY
one,117798,0,14,404894,751,1,4,very_unsat,very_little,no,STAY
one,28843,55,15,477453,244,5,5,very_unsat,little,no,STAY
zero,97385,187,16,916271,274,28,4,very_unsat,very_high,never_thought,STAY
one,126755,228,0,178369,594,14,9,sat,little,actively_looking_into_it,LEAVE
zero,116484,86,41,765573,279,4,2,very_unsat,high,considering,LEAVE
one,141697,39,0,420189,687,4,13,very_sat,high,never_thought,STAY
one,43538,0,86,565890,168,1,1,very_unsat,little,actively_looking_into_it,LEAVE
one,157559,0,35,842245,531,1,2,very_unsat,avg,no,STAY
